site1,site2,site3
http://www.buzzfeed.com/jwherrman/the-great-snapchat-mirage#-6437980058548833248,http://www.buzzfeed.com/ukinusa/12-life-lessons-from-doctor-who-diplomat-of-the-u-dp3u#-6599486051037145227,http://www.buzzfeed.com/samimain/meet-the-most-important-french-bulldog-in-all-of-sweden#-6444848109978071404
http://www.buzzfeed.com/ryanhatesthis/facebook-data-reveals-how-weirdly-racist-we-are-when-it-come#-6621534501586034979,http://www.buzzfeed.com/jaimieetkin/american-music-awards-2013-winners#-6605049488617290384,http://www.buzzfeed.com/mbvd/football-fan-allegedly-jumps-from-deck-of-oakland-stadium#-6614398274039777377
http://www.buzzfeed.com/erinchack/feet-that-look-like-robert-pattinsons-face#-6681400983050165998,http://www.buzzfeed.com/bensmith/the-mystery-of-denis-mcdonough#-6648169646400719232,http://www.buzzfeed.com/andrewkaczynski/a-brief-history-of-presidents-pardoning-turkeys#-6653396236707849040
http://www.buzzfeed.com/tracyclayton/a-cleveland-walmart-is-holding-a-holiday-food-drive-for-its#-6695530731565343788,http://www.buzzfeed.com/jaimieetkin/10-movies-that-made-us-love-paul-walker#-672269550900465935,http://www.buzzfeed.com/food52/make-ahead-thanksgiving#-6734746606802172606
http://www.buzzfeed.com/skarlan/mtvs-girl-code-wants-everyone-to-get-hiv-tested#-6755734118829590828,http://www.buzzfeed.com/daves4/the-world-isnt-such-a-bad-place#-6751375301348903953,http://www.buzzfeed.com/skarlan/this-is-the-only-thanksgiving-twerking-song-you-want-or-need#-6750325998220412723
http://www.buzzfeed.com/melismashable/crazy-things-youll-see-at-a-professional-bu#-6774317589047370156,http://www.buzzfeed.com/bennyjohnson/howard-coble-the-congressman-dc-deserves-but-not-the-one-it#-6762969238962256237,http://www.buzzfeed.com/rachelysanders/wonderfully-warm-and-cozy-mulled-drinks#-6792453508189620432
http://www.buzzfeed.com/gavon/a-chihuaha-dressed-as-a-donkey#-6806010298247605864,http://www.buzzfeed.com/donnad/science-fictions-that-became-science-facts-in-2013#-6800268996178382646,http://www.buzzfeed.com/rachelzarrell/survivors-of-sexual-assault-tell-the-numbers-behind-stories#-6794606203563609001
http://www.buzzfeed.com/mjkiebus/11-important-takeaways-from-the-mets-awful-holiday-video#-6809607742985623044,http://www.buzzfeed.com/rachelysanders/great-ways-to-cook-your-thanksgiving-turkey#-686088456849481677,http://www.buzzfeed.com/ellievhall/what-its-like-to-start-working-in-tv-news#-6827370258685960644
http://www.buzzfeed.com/saeedjones/could-pier-kids-the-life-be-the-next-paris-is-burning#-6920845329922517390,http://www.buzzfeed.com/sapna/everything-thats-wrong-with-jc-penney-is-in-the-risk-factors#-6906331772620632319,http://www.buzzfeed.com/gabrielakruschewsky/shoes-that-will-never-go-out-of-style#-6885137424884797078
http://www.buzzfeed.com/rachelzarrell/chris-brown-arrested-after-hotel-brawl#-6955464222864787308,http://www.buzzfeed.com/antwaunsargent/reasons-why-corey-and-mrfeeny-had-the-best-student-teache#-6933429560601537695,http://www.buzzfeed.com/conzpreti/meet-michael-bubles-beautiful-argentine-wife#-6933149536825967358
http://www.buzzfeed.com/food52/how-to-make-best-pimiento-cheese#-6987873489464407387,http://www.buzzfeed.com/awesomer/trying-to-be-cute-on-the-internet-is-a-terri#-6966335722323574034,http://www.buzzfeed.com/maggiep18/15-times-west-side-story-made-good-things-better-h91t#-6981226352630413156
http://www.buzzfeed.com/spenceralthouse/21-universal-problems-of-spending-the-holidays-with-your-fam#-7044620091948063585,http://www.buzzfeed.com/alannaokun/insanely-clever-gifts-for-book-lovers#-7054010159859256666,http://www.buzzfeed.com/christinebyrne/party-appetizers-that-should-be-banned-for-life#-7055738801516809814
http://www.buzzfeed.com/mylestanzer/24-problems-only-hairy-guys-will-understand#-7164622570902427881,http://www.buzzfeed.com/chelseamarshall/dogs-who-are-prepared-for-black-friday#-7172686241423853395,http://www.buzzfeed.com/tanyachen/important-90s-hip-hop-fashion-trends-you-might-have-forgo#-7070833041986223087
http://www.buzzfeed.com/krisandres/10-english-terms-essential-for-korean-pop-fans-6qn0#-7186483856391542038,http://www.buzzfeed.com/mrloganrhoades/nhl-goalie-makes-specatcular-bicycle-kick-save#-7197833796569053485,http://www.buzzfeed.com/andrewkaczynski/the-sad-final-demise-of-the-daily-download#-7176571559368532645
http://www.buzzfeed.com/mjkiebus/luis-suarez-defiles-issac-newtons-corpse-with-this-gravity-d#-7254189959696492151,http://www.buzzfeed.com/mccarricksean/great-geek-gifts-for-the-holidays-fjmu#-7226613302548370920,http://www.buzzfeed.com/emceen/the-new-york-rangers-are-easily-the-most-attractiv-gutw#-7203855124301821913
